text
Arcturus is North of the equator
Arcturus is closer to the equator than the sun for two months of the year
Arcturus is one of the brightest navigations stars in the northern hemisphere
Arcturus could be a northern circumpolar star if it were further north and because of its location near bigDipper
Arcturus is almost due north of Spica in Virgo
Spica is a star that is south of Arcturus
Regulus is a star that is south of Arcturus
Regulus is west of Arcturus
The sun is south of Arcturus 10 months of the year
the sun is south of Regulus 8 months of the year
Arcturus is in constellation Bootes
Spica is in constellation Virgo
Regulus is in constellation Leo
Spica is east of Regulus
